run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,dmc_freq,over_voltage,policy6_freq_min,Config_Name,emc_max_freq,cpu_freq,Governor,cores_online,governor,dmc_governor,over_voltage_min,gpu_freq_min,gpu_governor,cpu_freq_min,arm_freq_min,cpu_freq_max,policy4_freq_min,policy6_freq,dmc_freq_max,arm_freq,core_freq,core_freq_min,policy0_freq,policy4_freq_max,policy0_freq_min,TestName,cpu_governor,v3d_freq_min,policy0_freq_max,Config_ID,Device,gpu_freq_max,gpu_freq,dmc_freq_min,policy6_freq_max,policy4_freq,v3d_freq,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.107162,4326.856849,,,3.363333333333333,4.1
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.075472,4203.081849,,,3.32,4.2
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.106975,4326.125534,,,3.415,4.1
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.071543,4187.792868,,,3.3583333333333334,4.0
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min700\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.081001,4224.645979,,,3.38,4.1
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.050082,4103.917479,,,3.521666666666667,4.2
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.06687,4169.497886,,,3.5433333333333334,4.2
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.062599,4152.769405,,,3.5016666666666665,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.048695,4098.435924,,,3.485,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.062189,4151.240128,,,3.48,4.2
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.089979,4259.804776,,,3.496666666666667,4.2
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.099431,4296.629516,,,3.496666666666667,4.2
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.054324,4120.507738,,,3.4983333333333335,4.2
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min750\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.05989,4142.193257,,,3.4650000000000003,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.044554,4082.388646,,,3.55,4.4
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.055684,4125.804238,,,3.5566666666666666,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.049541,4101.699108,,,3.545,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.034902,4044.637053,,,3.5566666666666666,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.035617,4047.390849,,,3.54,4.4
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.055554,4125.276183,,,3.5716666666666668,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.03287,4036.676313,,,3.5233333333333334,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.06742,4171.640757,,,3.5166666666666666,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min800\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.058334,4136.207424,,,3.5233333333333334,4.4
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.008005,3939.537998,,,3.521666666666667,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.001109,3912.645405,,,3.4916666666666667,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.028411,4019.210497,,,3.4949999999999997,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.027272,4014.816202,,,3.4983333333333335,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.000985,3912.055368,,,3.525,4.4
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.010181,3948.040534,,,3.5,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.012699,3957.854887,,,3.5050000000000003,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.02904,4021.701127,,,3.521666666666667,4.4
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min850\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.008488,3941.384943,,,3.496666666666667,4.3
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.010199,3948.039553,,,3.618333333333333,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.015646,3969.312331,,,3.5766666666666667,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.999796,3907.462275,,,3.5833333333333335,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.000737,3911.119924,,,3.6283333333333334,4.6
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.027319,4014.998239,,,3.611666666666667,4.6
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.99945,3906.131127,,,3.6166666666666667,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.999789,3907.376497,,,3.6300000000000003,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.000207,3909.193053,,,3.6,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min900\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.000009,3908.289942,,,3.595,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.000349,3909.553683,,,3.7,4.7
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.994516,3886.814665,,,3.6666666666666665,4.5
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.001042,3912.258683,,,3.6550000000000002,4.7
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.000109,3908.624109,,,3.64,4.6
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.972113,3799.252942,,,3.665,4.7
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.992424,3878.668979,,,3.646666666666667,4.6
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run7,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.969659,3789.71922,,,3.668333333333334,4.7
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run8,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.989581,3867.510794,,,3.6450000000000005,4.6
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_1_bank\arm_freq_min1500_core_freq_min500_v3d_freq_min960\run9,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,1,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_1_bank,0,960,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0.973623,3805.293757,,,3.631666666666667,4.7
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_2_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run1,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,2,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_2_banks,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.772074,6924.756922,,,3.3366666666666664,3.9714285714285715
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_2_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run2,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,2,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_2_banks,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.770736,6919.651199,,,3.356666666666667,3.9
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_2_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run3,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,2,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_2_banks,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.771619,6922.959885,,,3.3266666666666667,3.9714285714285715
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_2_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run4,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,2,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_2_banks,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.767435,6906.699533,,,3.341666666666667,3.914285714285714
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_2_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run5,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,2,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_2_banks,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.748706,6833.535404,,,3.3016666666666667,3.957142857142857
bench_logs\upols_stream_tests\2026-05-17\clfft_upols_vs_v3d_freq_2_banks\arm_freq_min1500_core_freq_min500_v3d_freq_min500\run6,clvk,RaspberryPiComputeModule5,,,,,clfft-upols,,2,16,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,500,0,0,0,clfft_upols_vs_v3d_freq_2_banks,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1.753189,6850.976718,,,3.2716666666666665,3.942857142857143
